car_company,model_ID,mileage,engine_power,registration_date,fuel,car_paint_color,car_type,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,sold_date,car_price
Edureka_motors,320 Gran Turismo,191795,135,01-09-2013,petrol,grey,hatchback,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,12000
Edureka_motors,318 Gran Turismo,115854,105,01-04-2014,diesel,white,hatchback,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,14400
Edureka_motors,320,150969,135,01-01-2012,diesel,blue,estate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-01-2018,800
Edureka_motors,520,120756,135,01-12-2012,petrol,grey,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-05-2018,9500
Edureka_motors,320,127017,120,01-04-2014,diesel,grey,estate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-07-2018,13100
Edureka_motors,116,122426,85,01-06-2014,diesel,black,subcompact,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-06-2018,10600
Edureka_motors,320,155283,135,01-02-2013,diesel,grey,estate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-05-2018,14400
Edureka_motors,640,69695,230,01-04-2012,diesel,blue,coupe,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,01-02-2018,36300
Edureka_motors,320,105069,135,01-09-2011,diesel,blue,sedan,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,01-08-2018,10800
Edureka_motors,X5,203537,190,01-01-2014,diesel,black,suv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,01-03-2018,35700
Edureka_motors,518,181271,112,01-09-2014,diesel,white,sedan,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,01-02-2018,19600
Edureka_motors,525,5117,160,01-05-2016,diesel,blue,sedan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,01-04-2018,34900
Edureka_motors,320,67526,120,01-12-2015,diesel,black,sedan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-03-2018,19000
Edureka_motors,X1,55920,105,01-10-2014,diesel,brown,suv,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,01-08-2018,15400
Edureka_motors,318,122823,105,01-01-2014,diesel,white,sedan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-02-2018,12500
Edureka_motors,420 Gran Coupé,64380,140,01-11-2015,diesel,silver,hatchback,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,01-05-2018,29800
Edureka_motors,520,166451,120,01-05-2013,diesel,brown,sedan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-05-2018,11200
Edureka_motors,X3,145188,190,01-01-2013,diesel,blue,suv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01-08-2018,25100
Edureka_motors,320,131121,135,01-02-2015,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-05-2018,16300
Edureka_motors,420,107375,135,01-07-2014,diesel,white,coupe,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-05-2018,23800
Edureka_motors,X3,182828,120,01-03-2012,diesel,grey,suv,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,01-02-2018,15600
Edureka_motors,316,51807,85,01-07-2016,diesel,blue,sedan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,01-06-2018,16400
Edureka_motors,318,52923,105,01-04-2015,diesel,grey,estate,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,01-07-2018,30600
Edureka_motors,320,184180,120,01-08-2013,diesel,brown,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-05-2018,12000
Edureka_motors,X1,140161,105,01-02-2014,diesel,black,suv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,01-09-2018,10700
Edureka_motors,320,108330,120,01-09-2014,diesel,black,estate,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-07-2018,15100
Edureka_motors,316,127445,85,01-08-2013,diesel,grey,estate,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-04-2018,11100
Edureka_motors,118,105809,100,01-01-2012,diesel,white,hatchback,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-07-2018,10700
Edureka_motors,520,194522,120,01-10-2012,diesel,grey,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-04-2018,12100
Edureka_motors,320 Gran Turismo,56938,120,01-01-2014,diesel,red,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-04-2018,17300
Edureka_motors,116,79900,85,01-03-2013,diesel,blue,subcompact,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,8300
Edureka_motors,730,185543,155,01-06-2011,diesel,black,sedan,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,01-09-2018,25000
Edureka_motors,320,174604,122,01-04-2013,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-04-2018,12600
Edureka_motors,520,147891,135,01-05-2014,diesel,black,estate,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-02-2018,17100
Edureka_motors,640,136545,230,01-07-2012,diesel,black,coupe,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,01-08-2018,29200
Edureka_motors,316,194410,85,01-06-2014,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-01-2018,8400
Edureka_motors,525,398043,130,01-03-2005,diesel,grey,estate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-04-2018,3500
Edureka_motors,318,144913,105,01-09-2013,diesel,blue,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-02-2018,10200
Edureka_motors,318,125677,100,01-03-2013,diesel,blue,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-04-2018,10900
Edureka_motors,116,123526,85,01-10-2011,diesel,blue,hatchback,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-02-2018,5500
Edureka_motors,520,185387,120,01-10-2011,diesel,brown,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,7100
Edureka_motors,X3,120459,135,01-06-2013,diesel,grey,suv,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,01-08-2018,18400
Edureka_motors,316,106364,85,01-09-2013,diesel,black,sedan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-08-2018,10400
Edureka_motors,X5,96539,160,01-06-2014,diesel,brown,suv,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-03-2018,32700
Edureka_motors,318 Gran Turismo,123574,105,01-05-2014,diesel,black,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-09-2018,13700
Edureka_motors,118,199727,105,01-05-2013,diesel,white,hatchback,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-02-2018,10600
Edureka_motors,520 Gran Turismo,370256,135,01-11-2012,diesel,black,hatchback,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,01-05-2018,17300
Edureka_motors,525,223995,155,01-04-2013,diesel,black,estate,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-06-2018,15000
Edureka_motors,118,50972,110,01-10-2015,diesel,blue,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,13600
Edureka_motors,520,167509,135,01-08-2013,diesel,blue,sedan,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-08-2018,15500
Edureka_motors,X4,27264,140,01-11-2015,diesel,white,suv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-05-2018,35300
Edureka_motors,X1,145744,85,01-10-2013,diesel,white,suv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-06-2018,10100
Edureka_motors,535,272389,230,01-03-2012,diesel,black,estate,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,01-07-2018,13700
Edureka_motors,318,65462,105,01-04-2014,diesel,black,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-05-2018,9600
Edureka_motors,X4,53113,120,01-09-2015,diesel,black,suv,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-05-2018,35200
Edureka_motors,X3,108628,140,01-05-2014,diesel,black,suv,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,01-05-2018,26700
Edureka_motors,116,155338,85,01-06-2012,diesel,black,subcompact,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,9200
Edureka_motors,316,145325,87,01-07-2012,diesel,red,sedan,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-05-2018,11800
Edureka_motors,640,36139,230,01-09-2012,diesel,beige,coupe,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-05-2018,32100
Edureka_motors,520,189039,135,01-11-2013,diesel,blue,sedan,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,01-02-2018,22000
Edureka_motors,X5,33639,180,01-06-2016,hybrid_petrol,grey,suv,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-03-2018,52200
Edureka_motors,318,175400,100,01-07-2012,diesel,black,sedan,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,01-06-2018,11200
Edureka_motors,316,265751,85,01-01-2002,petrol,silver,coupe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01-01-2018,1000
Edureka_motors,218,23949,100,01-01-2016,diesel,blue,coupe,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,26400
Edureka_motors,525,160142,160,01-04-2013,diesel,blue,estate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,01-03-2018,18600
Edureka_motors,330,231261,180,01-03-2012,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-02-2018,9500
Edureka_motors,X5,72357,230,01-07-2014,diesel,white,suv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01-09-2018,42100
Edureka_motors,520,104531,135,01-05-2014,diesel,white,estate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,01-03-2018,20200
Edureka_motors,116,77065,85,01-06-2013,diesel,blue,hatchback,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-07-2018,13400
Edureka_motors,118,366026,90,01-11-2006,diesel,grey,hatchback,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-06-2018,3600
Edureka_motors,116,113121,85,01-08-2012,diesel,brown,hatchback,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-06-2018,10800
Edureka_motors,530 Gran Turismo,273532,180,01-08-2010,diesel,beige,hatchback,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,01-08-2018,13600
Edureka_motors,X3,158638,135,01-12-2013,diesel,silver,suv,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-06-2018,18900
Edureka_motors,520,85705,120,01-04-2013,diesel,black,estate,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,01-07-2018,15600
Edureka_motors,420,61620,120,01-01-2014,diesel,blue,coupe,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,01-06-2018,26800
Edureka_motors,520,181409,120,01-03-2014,diesel,grey,estate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-08-2018,14800
Edureka_motors,116,43822,85,01-11-2015,diesel,black,hatchback,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-06-2018,9600
Edureka_motors,X5,139170,225,01-10-2011,diesel,blue,suv,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,01-03-2018,27600
Edureka_motors,318,173233,105,01-05-2014,diesel,grey,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,11800
Edureka_motors,320,260217,120,01-04-2008,diesel,grey,coupe,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,01-06-2018,8500
Edureka_motors,320,172230,135,01-03-2013,diesel,black,sedan,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-09-2018,15800
Edureka_motors,535,110058,230,01-03-2012,diesel,grey,estate,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,01-05-2018,21900
Edureka_motors,520,93697,120,01-03-2015,diesel,grey,sedan,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-05-2018,17300
Edureka_motors,520,80596,135,01-02-2014,diesel,silver,sedan,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-06-2018,22600
Edureka_motors,X5,160391,155,01-02-2008,diesel,blue,suv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01-06-2018,16100
Edureka_motors,530,213067,190,01-12-2013,diesel,blue,estate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-05-2018,12900
Edureka_motors,523,118467,120,01-02-1998,petrol,silver,sedan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01-06-2018,800
Edureka_motors,120,128502,135,01-12-2013,diesel,blue,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-05-2018,11500
Edureka_motors,318,126591,105,01-03-2013,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-02-2018,12100
Edureka_motors,X1,96774,120,01-10-2012,diesel,blue,suv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,11900
Edureka_motors,M3,33670,317,01-03-2014,petrol,blue,sedan,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,01-04-2018,51200
Edureka_motors,320,163108,135,01-06-2013,diesel,grey,estate,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,11300
Edureka_motors,420 Gran Coupé,177379,135,01-04-2014,diesel,grey,hatchback,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-07-2018,20500
Edureka_motors,418 Gran Coupé,152216,100,01-02-2015,diesel,silver,hatchback,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,01-03-2018,21400
Edureka_motors,318,61495,100,01-01-2015,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-06-2018,14000
Edureka_motors,X1,87299,105,01-09-2013,diesel,grey,suv,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,15000
Edureka_motors,318,127374,100,01-12-2012,diesel,grey,estate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-07-2018,13000
Edureka_motors,125,109592,155,01-03-2013,diesel,black,hatchback,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,01-09-2018,11900
Edureka_motors,318,193416,105,01-09-2014,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-05-2018,11100
Edureka_motors,320,192784,120,01-05-2011,diesel,grey,sedan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,8500
Edureka_motors,318,106603,100,01-03-2015,diesel,black,sedan,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,13600
Edureka_motors,X5,119639,230,01-05-2014,diesel,white,suv,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,01-08-2018,46300
Edureka_motors,320,171266,120,01-06-2014,diesel,white,estate,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-01-2018,16100
Edureka_motors,X1,140752,105,01-02-2014,diesel,black,suv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,01-06-2018,800
Edureka_motors,520,124329,135,01-01-2013,petrol,black,estate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-09-2018,20800
Edureka_motors,X6,97469,280,01-06-2013,diesel,black,suv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,01-08-2018,39900
Edureka_motors,530,150586,190,01-03-2015,diesel,black,sedan,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,01-05-2018,24300
Edureka_motors,320,110668,120,01-02-2014,diesel,black,sedan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,13300
Edureka_motors,318,83691,105,01-02-2014,diesel,black,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,8300
Edureka_motors,320,159883,120,01-08-2014,diesel,white,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-07-2018,12500
Edureka_motors,520,165356,135,01-06-2013,diesel,grey,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,13200
Edureka_motors,116,200985,85,01-05-2012,diesel,grey,hatchback,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,01-04-2018,10500
Edureka_motors,X3,77851,135,01-05-2012,diesel,white,suv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,01-02-2018,15900
Edureka_motors,320,176136,120,01-09-2014,diesel,black,sedan,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,01-06-2018,13100
Edureka_motors,520,177646,135,01-01-2014,diesel,blue,estate,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-06-2018,14500
Edureka_motors,320,53159,135,01-03-2013,diesel,grey,estate,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,01-05-2018,9200
Edureka_motors,X5,100943,190,01-06-2014,diesel,grey,suv,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,01-05-2018,30500
Edureka_motors,118,113964,90,01-01-2008,diesel,black,hatchback,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-02-2018,4500
Edureka_motors,318,93702,105,01-05-2014,diesel,silver,estate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,01-05-2018,16200
Edureka_motors,X1,183972,105,01-07-2014,diesel,white,suv,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-08-2018,14900
Edureka_motors,320,145903,135,01-06-2014,diesel,white,estate,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,01-02-2018,13800
Edureka_motors,320,191634,120,01-02-2012,diesel,black,sedan,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,01-07-2018,13200
Edureka_motors,325,205219,145,01-05-2009,diesel,grey,convertible,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,01-02-2018,12400
Edureka_motors,318,223140,100,01-02-2014,diesel,black,estate,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-04-2018,9300
Edureka_motors,318,131871,100,01-02-2013,diesel,blue,estate,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,01-02-2018,13800
Edureka_motors,318,83190,100,01-07-2009,petrol,blue,estate,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-06-2018,6400
Edureka_motors,520,205474,135,01-07-2012,diesel,black,estate,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,01-03-2018,14600
Edureka_motors,116,109377,85,01-04-2012,diesel,black,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-04-2018,8900
Edureka_motors,X5,158332,210,01-09-2009,diesel,black,suv,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-07-2018,17000
Edureka_motors,116,169094,85,01-02-2014,diesel,black,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,01-05-2018,11400
Edureka_motors,X5,112432,155,01-10-2011,diesel,grey,suv,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,01-07-2018,20600
Edureka_motors,420 Gran Coupé,173353,135,01-07-2014,diesel,silver,sedan,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,01-03-2018,21300
Edureka_motors,316,172602,85,01-04-2013,diesel,black,sedan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-01-2018,10800
Edureka_motors,116,129562,85,01-02-2012,diesel,grey,hatchback,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,10200
Edureka_motors,116,152055,85,01-03-2014,diesel,black,hatchback,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,01-03-2018,12400
Edureka_motors,116,71138,85,01-06-2015,diesel,black,hatchback,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-07-2018,16400
Edureka_motors,X5,62957,190,01-12-2013,diesel,brown,suv,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,01-04-2018,42000
Edureka_motors,X5,96985,160,01-07-2014,diesel,black,suv,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-09-2018,32700
Edureka_motors,X3,106088,135,01-09-2012,diesel,black,suv,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,01-08-2018,16100
Edureka_motors,318,12508,110,01-01-2017,diesel,white,estate,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,01-05-2018,23700
Edureka_motors,318,125724,105,01-04-2014,diesel,grey,estate,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,01-07-2018,12100
Edureka_motors,520,86666,135,01-11-2013,diesel,blue,sedan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,01-06-2018,21200
Edureka_motors,318,176054,105,01-03-2014,diesel,white,estate,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,01-05-2018,14400
Edureka_motors,X1,72639,85,01-07-2013,diesel,blue,suv,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,12000
Edureka_motors,X3,108222,135,01-04-2014,diesel,white,suv,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,01-06-2018,23200
Edureka_motors,320,124287,120,01-02-2013,diesel,grey,sedan,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-03-2018,12200
Edureka_motors,X3,13412,100,01-06-2016,diesel,black,suv,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,01-09-2018,19500
Edureka_motors,116,137574,85,01-10-2012,diesel,blue,hatchback,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,01-04-2018,9200
